a_fg,a_fga,a_opp_fg,a_opp_fg3,a_opp_fg3a,a_opp_fga,a_opp_pts,a_pace,a_pts,h_fg,h_fg3,h_fg3a,h_fga,h_opp_fg,h_opp_fg3,h_opp_fg3a,h_opp_fga,h_opp_pts,h_pace,h_pts,ttl_pts
-0.5712874339471227,-0.17213019298964072,-1.6502069219975646,-1.0606258370123265,-0.9822067743018188,-1.2674956494469456,-1.8038336416096397,-1.2344607359060968,-0.8778691480469897,-0.12830681642451355,0.7353482358453711,0.7138145136054443,0.020980207660245363,0.9781191148323223,0.05270708417591907,-0.09597518991653686,0.9182489961899681,0.3003244975447618,0.49678659074674497,0.5908322678789638,217
-1.593128687749937,-0.9880503199674757,-0.8538896263474909,-1.15351665154191,-0.9407334517049267,-0.3493811119507854,-1.3981698830066607,-0.969302722529768,-1.2886939202570957,-0.3354806315167628,-1.2981800546406543,-1.4159555026492896,-1.4995117074730882,-0.5990253507612447,-0.7367960802291516,-0.8785603555303918,-0.7840653670321658,-0.6145581695453661,-0.5817524820019749,-0.5987671911662064,198
0.5914974410698731,-0.11737045292401739,1.015724893874418,-0.5239233530636208,-0.6958433563708991,0.47017875767855616,0.6333812905548666,-0.14375921696634866,0.5139364490602534,-0.8027237038524759,-1.1713578601802355,-1.3017407068249034,-1.4721647305822025,-1.2316162627850384,-0.6955148690184288,-0.7504292830747231,-1.6610935875979769,-1.2918299672675633,-1.7533634544295194,-0.9989622598423515,206
0.08498130233140974,0.8628288942506954,0.01167265153302232,-0.9367714176395481,-0.930858851086619,0.29900486085723865,-0.36219191780941407,-0.059017996196593384,-0.4561098761963093,-0.04455569968509132,-0.09118261770701334,-0.4820815838498954,-0.09387709528148169,-0.15274546077185586,0.04754693277457885,0.12874699869802117,0.3439119313946587,-0.01972279588959242,-0.058907398512113886,-0.14678217242608954,196
0.8249353137058614,0.2851136365583366,-0.3518635051767947,0.9416872761809216,1.3087005691455402,0.38459180926789743,0.12266516418617741,0.3291514666842149,0.5389295910958509,0.30808058132299204,-0.24424388688338108,-0.12600016157386715,0.6007361177470532,-0.37371899853359103,0.13526950659736448,0.2095681367085201,-0.4037610943974339,-0.48686253226600085,-0.27242528601059185,-0.4904791137597202,213
-2.3462961636132187,-1.204351293226702,-1.9358424736981323,-0.2865357159324625,-0.6109217910534539,-1.5112887752227657,-1.5872641449849416,-0.9036966161273747,-1.930705256296464,0.18906583648276212,0.2542985327196448,-0.3544297532226398,-2.4457171078977904,-1.6345680081152627,0.5635620729086122,0.4244340889803342,-1.6119386135839644,-0.987946678552115,-0.4010835002724948,0.44958694952267614,197
-0.1528610584675208,0.5287944798503744,0.6262218688281874,1.6332077843456,1.6641861914046125,0.9992617114899054,0.44428702857658786,0.44122856512163533,0.4983157352880069,0.44031918670102255,0.7615873105613201,0.6600663743939684,0.5925320246797866,-0.005429768930697057,-0.04017564104820677,0.03018463527058348,0.17833728208429897,0.05786442676115887,0.08070045100612291,0.1090287930414068,209
-1.0601856200338138,1.303644801778992,-1.4251607297486297,-1.6024889217682312,-0.7373166789677911,-0.6139225888564582,-0.5900747463473415,-0.6986775336199038,-1.5776771250436716,-1.2655588226755858,-0.5328737087588167,-0.3544297532226398,-1.81947133709647,-0.9109879923072245,-0.8554795624599794,-0.7011481013610043,0.16540176260692785,-1.1463539247974006,-0.6146013877709727,-0.4842015440549976,193
-0.7562759367907363,-0.7361555156655937,-1.0313298933129977,-0.1523600949452862,-0.2317371273104425,-1.5813144602860312,-1.0086680271368693,-1.3656729487108754,-0.3373924515272283,-0.1591624910127211,0.3330157568674908,0.10410905942526438,-0.8048984944445534,-0.1570782752377714,-0.3343042709246054,-0.6144132215448589,-0.1424636009545214,-0.705076595971245,-0.6802991993089644,-0.6207386851327399,177
-0.16607452295635078,0.02226688424333142,-0.3345522596191817,-0.482638546606028,-0.42725421955293297,0.24972752692382943,-0.556134750607651,-0.4116508181094452,-0.6826102258938971,-0.6087737492980273,-0.27048296159932966,-0.07729091041346722,-0.03918314149970635,0.0205671178647992,-1.036084861506891,-1.2136723911836798,0.03863367172868513,0.4021577272738766,0.7458907928283013,-0.34452561812489174,190
