a_ast,a_fg,a_fga,a_opp_ast,a_opp_fg,a_opp_fga,a_opp_pts,a_pace,a_pts,h_fg,h_fga,h_off_rtg,h_opp_ast,h_opp_fg,h_opp_fg3,h_opp_fg3a,h_opp_fga,h_opp_pts,h_pace,h_pts,ttl_pts
2.5109827920741163,2.198917109111092,1.0794024811571046,0.5170280569666982,0.5519757683967296,1.0773448522033928,0.934242475629546,0.9612466670184165,2.1534120414271936,1.0767021396711391,1.1125824966973832,0.24621661560397157,1.304822958058608,1.3312126383347285,1.3246479015939534,1.1224585111121064,0.8412750376688476,1.6774356132464423,1.046209605727761,1.0533576074128488,244
1.6353201090884055,1.9412419352411772,1.46573696326583,1.6506218471636502,1.396403631994771,1.391547457111485,1.502707991074299,1.5474805291488916,1.6285076466657347,0.04229557320970017,-0.21351027417047588,0.22002408971431792,-0.8288551637254333,0.16628958543437683,-0.15783755273670755,-0.22753527245079083,0.38679490970932023,-0.04360538180913099,0.6993897521883493,0.5498818365665358,227
0.8285753224487933,1.6453926615386831,2.066701713212733,-1.0741632265207661,1.1530939085851661,2.8523139536140176,2.4476155535359805,2.2098916727991473,1.4535395150785815,1.1386711966480931,3.412472715846656,1.4486916678108037,1.0419785517518774,1.5921554021844084,3.6213481650388637,1.9068298992470296,1.7280655312484137,1.4795718979797492,2.1553787599717267,2.2801365983482302,235
0.6785775480484628,0.6910401657241823,0.8350541762336344,-1.7813593525151945,-0.02051769844940282,0.44618347918625884,0.28592561687816886,-0.015809769865711608,0.43619903863369064,-1.4401949437004762,-1.6426328091909765,-1.782513571485575,2.1242790483090004,1.5455584800683937,-0.902920915794087,-0.09628587682662086,-0.29492528222996883,1.255575239187266,0.5259798254186434,-1.1590993010948911,186
-0.5781605617921395,-1.5564599619189678,-0.7300957769247878,-1.1937625713580593,-1.9574539279454806,-1.168928156569372,-2.4176127207888554,-0.5854833534049312,-0.8066158341863977,-0.34858617079877097,-0.4893641588372233,-0.7967221425476961,1.0729014230820801,-0.010778718606474521,0.9405843123891189,1.2412079642958782,-0.16190670819303293,0.2681233016770741,0.24786956550496658,-0.5776202418076004,209
0.1920982797230683,0.003906368737742689,-0.2017751176308069,0.4598283703053844,0.3372907183294291,-0.4109832763086237,-0.29204601086499093,-0.539114573349413,-0.14462300642881779,-0.24371545899162075,-0.6954236871425065,0.29622052866603976,0.38744444192923705,-0.20182609928213394,-0.05029974775935346,0.041213490017748676,-0.20070379228713908,-0.07533824180473299,-0.12839725673118874,0.0623612838104234,213
-0.6876183971653531,-0.1774206054670137,0.13833130678969488,-1.1625627422700706,-0.39740923078977203,-0.47713119313137853,0.00644591530499569,-0.7444620278809938,-0.8462993279484323,-0.3342856191887078,-0.0041272050860783295,-0.7752918940925241,0.10398478806903799,-0.5280045540942304,0.41057655928644765,-0.28066002782247945,-0.8657966624718146,-0.33666767706263023,-0.6780740057370453,-0.9428174558721796,231
-0.030871384926071242,1.1300423137988536,1.086006489398278,0.06983050670551556,0.6760160195467236,0.8155093481133153,0.5768126532094312,0.4346298078164621,1.191989215283352,-1.0302457975452508,-1.177337100114537,-0.8562506104787275,-0.050629568581979825,-1.3527700755476808,0.617970897457058,0.706835424968899,-1.3258192310162131,-0.6054636676136088,-0.7336960577197816,-1.019047942303134,231
-0.9024800740090696,-0.35874757967177007,0.14493531503087304,1.161824524785149,0.8811595118332538,-0.05543822338630728,0.7289104499839468,0.11998451458258969,-0.47652131789310903,0.075663526966521,0.3249033320465471,-0.29906415064427344,-0.4320116483211554,0.24550435303160154,-0.2961004448504478,-0.9837817900948216,-0.36974823012574354,1.0875777450929058,0.4998047421326507,0.12618215617122347,232
-0.9024800740090696,-0.42078049189971045,0.0888012449808868,1.2034242969024675,0.8763887329428703,-0.07473136579294655,0.7327128949033117,0.1067362917095872,-0.5270275826811535,-1.4640291963839216,-1.503044096468048,-0.4919363867408155,-1.2050834315762426,-1.3574297677592815,-0.7262516647598628,-1.34940510647644,-2.2929751130764293,-1.350252558098612,-2.0751690761269357,-1.5650709613899796,233
