ast,def_rtg,efg,fg,fg3,fg3a,fg_pct,fga,off_rtg,opp_ast,opp_fg,opp_fg3,opp_fga,opp_pts,pace,pts,ts_pct,ttl_pts
2.521841558267245,1.0467381992749314,1.9104438493990394,2.1989362474256953,1.3939864105984439,1.2514676697394629,1.7029070976916878,1.340945798384394,1.5524840205271724,1.2123338784814541,1.2554365569062378,1.5652985390854093,1.2274915681968996,1.6812088560308467,1.1956083208105377,2.0825651999488173,1.8800559236947942,244.0
1.785383416316554,0.178231899972272,0.8229127273294565,1.2828972866573507,0.4622506486094331,0.6685419011845057,1.3411780800562059,0.7451516609473382,0.8876041012003992,0.43818871234544493,1.013142430494576,0.6998963591115563,1.1310043879830183,0.8948552326121071,1.3351634882411971,1.3892032988753056,1.0127285744924246,227.0
-0.05877617004280501,1.4010438028361394,-0.8313599653961122,1.8631962179655077,-0.5919152254783009,-0.3285958070172849,-0.6963159784620104,3.4457030041729992,1.2354346231541609,-0.08376189504930252,1.8542031230019056,-0.7853982117409941,3.0133403457343455,2.559118662436845,2.6553578739685575,2.4585645496526185,-0.14370789111073648,235.0
0.6345029731205772,1.2928639892892553,0.5472006118751943,-0.5256955810726329,0.978716161442207,1.101852365841843,0.3224310507970988,-0.5189785213967039,-0.9008940831425437,0.022004178216585273,1.0008287170198835,-1.0474065532297732,0.08701333920640533,0.9745188668836011,0.2950344297211775,-0.488338525498623,0.15554540481289164,186.0
-0.41066275902818566,-1.7804164688634383,-0.5045900507836549,-1.2227698491109853,0.4435437583327453,-0.00888065532070704,-1.3459517652359372,-0.7365452210967851,-0.8326624051183693,-0.14951965882275958,-1.2752500889516507,-0.3992376734132188,-0.8426628268108936,-1.359188181831877,-0.2067470276214022,-0.8643197623441147,-0.4023844689430189,209.0
-0.29584810261200695,0.10927553933165934,0.026411060461587383,-0.1616241276016163,0.19957747875486637,0.16379225695976818,-0.3493514105259365,-0.5451470236381609,0.34436685185381966,0.5489291783724709,0.07607536754445561,0.10893190215792974,-0.3903839923097591,-0.2363892462838271,-0.39888743061543,-0.05934537528322948,-0.12341953206506363,213.0
-1.3046057902653796,0.6250416536821614,-1.2551396984091452,-0.33584191865000784,-1.810376396778685,-1.794101134160817,0.3224310507970988,0.07383519975789192,-0.7387793895035423,-0.6993280337204469,-0.6037374258771289,-0.013077135085443461,-0.8414269967577566,-0.21716132820515224,-0.8375570593359791,-1.1102003396175555,-0.9501701631760958,231.0
0.09360335360343802,0.1231486677149978,0.026411060461587383,0.018888320297974232,-0.11614617508059341,0.0433532330751381,-0.017151292289272344,-0.08506384872889362,0.2653326031644673,0.0011546541106064025,-0.49531002274405794,0.6776103316865791,-0.3520804947895784,-0.04394641566904787,-0.19388466090507928,0.050011954537070115,0.4395824314522637,231.0
-1.5430529253712064,1.5555503424222377,-1.0151680423656222,-0.1906836007791512,-1.2064801691862403,-1.1068478407257436,-0.6815515287626027,0.2768239818341205,-0.5968302052206025,0.4293291246511127,0.7324630203013514,-0.35586937560485943,-0.2733175289134304,1.1566715946745652,0.3604281371808423,-0.22808307839422437,-1.2240630102926315,232.0
-1.2494088197824658,0.7362210157432575,-0.7547732666588188,-1.2067824518515393,-0.24008939835915866,-0.21852960098025326,-1.3459517652359372,-0.8608980009264271,-0.7632962304251861,-0.10065176163599164,-0.37872558155136526,-0.5940338864383605,-1.4899717195355064,-0.4381051263466645,-1.1805184370113635,-1.3049017720446348,-1.2240630102926315,233.0
-0.7062380503250114,-1.1080776632796465,0.8075953875819964,-0.4911585534348561,-0.22278204433113769,-0.5106185232021222,0.31504882594739386,-0.48885088645607183,0.36126101641379127,-0.15033436711765494,-1.0325507936173983,-1.1690426618210434,-0.6201229906565737,-1.5428436227913078,-1.1759274336152628,-0.629557952698232,0.12511286624438517,196.0
-0.5489880668795283,-0.5673776070501728,0.5574121717068325,-0.4834796657645599,-0.5672511468761344,-0.6123001884909095,-0.031915741988678095,-0.5819993280079379,0.16579437318100593,-0.02906255533597841,-0.6082782729769609,0.215032463988854,-1.3763189603575061,-0.858035213580808,-0.6662502857016611,-0.4216979499372566,0.723619458091633,218.0
2.048264300182558,-1.7887933117056392,1.8849149498199411,1.0179467587925453,0.46450749240309536,0.03966494751128703,2.020342766228946,-0.40107258925718076,2.2199440750977586,-1.1264833888669779,-1.0686940390038988,-1.598996353383624,0.14587421657963026,-0.9839686602433916,0.050865439138902215,1.6011386947563218,2.4582741564963717,213.0
-0.34007296358596606,-0.677267811033473,1.369231178322159,0.12474135719031185,1.490594712538511,1.3924756798528126,0.6472489441840621,-0.6187529537849367,0.5858321918633865,-0.058952713424040536,0.5593361283315677,0.17528487853697738,-0.1179385253380011,-0.28412485420540223,0.4174055022656764,0.5572199020820655,1.29169351137038,213.0
-0.2801825980080985,0.4874025948707614,0.5472006118751943,-0.07509564037233735,0.1666260938844137,0.0942777800958154,0.6177200447852464,-0.20034557586130394,-0.0383183209732541,-0.6150261659084779,0.6290376258249212,-0.41250260395000926,0.21688219816134552,0.0911747841675843,-0.306741607286719,-0.22863215073861412,0.43451034169084407,211.0
-0.11060182855610316,-1.0277774736524516,-1.0049564825339827,-1.3189801403876409,-1.208062890807769,-0.8516791422987565,-1.013751646999269,-0.9022122838151521,-1.9783358560071886,-0.5839051850738229,-0.315033182455069,-1.2311376427039389,-0.08009781100682928,-1.1503138064627012,-0.6020514124808436,-1.7801223065045655,-1.49795585740917,251.0
3.214937734569532,0.4662076097868144,1.61941439419732,2.244211219103749,1.4124478324754979,1.1345179581185296,1.3411780800562059,1.3801929030888092,2.2537269982772568,1.1254287402576504,0.35509366292260025,1.1588912793795931,0.6282715356376155,0.6206755392982624,0.570849424479682,1.8753486248871567,1.2714051523247099,227.0
0.29211295444176105,-0.5322790096621961,-0.49437849095201675,0.9178259373350647,0.6799774553785304,0.8635789271016862,-0.6815515287626027,1.5729308699461646,0.16878896385915823,0.5347958875219222,-0.07820222625685483,0.909364246196607,0.2862833997260067,0.2753201827940004,0.9237757753917332,0.6909652478526854,-0.6762773160595573,223.0
-0.5756044332278756,-1.1616874483022315,0.2919116160842114,-0.9026797520604413,-0.33875304018273983,-0.5567526666963831,0.3224310507970988,-1.2882295664454035,-0.3590368502603194,-1.4478872712546944,-1.1818854820981897,-0.6185574857759493,-1.4165103641133334,-1.6146482082501623,-1.2704163889349986,-1.141197758627131,0.43451034169084407,231.0
0.6878986053452162,1.1003268533979487,0.2919116160842114,0.9632376135240297,0.7491629070011254,0.23687417950528158,0.6620133938834678,0.845517012104949,0.9936389201172133,0.8030378635915266,1.7009979436809284,0.5104722069230228,1.4000375573722796,1.164983022304791,0.464285444113325,1.14298057813295,0.15554540481289164,186.0
-1.2884834587244118,0.1602029125376603,0.8280185072452756,-0.05690378522829357,-0.3892938845554207,-0.7509205190023978,1.001595736969837,-0.7907093934483803,1.5718288780902283,-0.3879342589847297,-0.8045837824857873,-0.7721710461309994,-0.7092711488865902,-0.5510325442513726,-0.9331607027230843,0.38358877862218044,1.3018376908932108,227.0
0.9293039014439871,-0.07683589784566691,0.5574121717068325,0.5207001142932316,-0.7239992067268629,-0.7782162586785566,0.6620133938834678,-0.026236421195976453,-0.06298757938252666,-0.23050575147753374,-0.5348975928103227,0.20834807194611507,-0.0011859426803710693,-0.09128893339761023,-0.06307775634603152,-0.09202076106217982,0.43451034169084407,219.0
0.7726453141108235,0.9797033648623288,-0.5250131704469342,0.5444859180239552,1.0109201499913814,1.4579296454914015,-0.7258448778608261,0.9763592927547615,0.18222828197783647,1.3225852275213983,1.1446123579585277,0.33112184895709096,0.27576980161540465,1.222852687153541,0.6120672282424102,0.6878873256275537,-0.14370789111073648,233.0
0.9572234640158855,-1.0387099429138218,-0.23908949516103378,1.8933555765794388,1.2234591470010208,1.161475443184424,-1.013751646999269,2.1469068938501894,1.059995637796011,0.5784032220088396,0.018764573397838394,0.6342420338782191,0.48982882938555217,0.16900752399929525,1.2207873443311663,1.5724724637958,-0.4023844689430189,263.0
-0.2110518157291992,0.6270229353228861,-1.2551396984091452,-0.999618092503803,-0.14899131243478608,-0.21662333970462144,-1.006369422149566,-0.4237557543792794,-1.056179272015599,-0.28982177152861266,0.11762656818566064,-0.9687091664045661,-0.07254076046887871,0.22392179417571653,-0.3581998246024945,-0.8276606008098372,-0.9501701631760958,246.0
